,Id,SalePrice
342,676,114972.85773799958
343,259,184732.9491732751
344,93,282243.95968952397
345,106,242315.43421118188
346,2315,188826.72710922867
347,1050,95740.59920793859
348,1095,215226.36761872
349,2709,149120.8705885121
350,758,173597.99924913765
351,1496,161104.15061780525
352,2370,137570.47819203272
353,2458,284514.50975864654
354,2733,126030.70252025494
355,161,285074.6391879392
356,726,172103.84237728565
357,845,211059.1699891509
358,947,257771.2647641452
359,2232,144579.3362610081
360,2563,151221.1619003503
361,2299,143936.69176255836
362,211,81484.7941670678
363,605,166704.32267226622
364,1478,211117.2817755681
365,2247,281444.6536862847
366,2274,229673.28022667923
367,2869,211531.90213183447
368,967,222866.02459490247
369,2656,100909.30911398487
370,667,216632.6249347701
371,1042,139715.83474498166
372,2023,169876.09917119256
373,2447,361259.92842852365
374,2055,130963.43927324441
375,2275,273943.32184932934
376,2204,159969.2137124596
377,1563,261800.10106947058
378,483,223334.68692707637
379,796,128405.04968546791
380,1526,152058.35905318585
381,2042,133035.88186387665
382,442,315610.31414295913
383,1693,297832.9768730648
384,1468,222109.03382154152
385,1430,198200.52677019447
386,2605,159797.81412288238
387,1529,202824.7316282724
388,335,144507.45702000236
389,1287,134526.74384066107
390,31,109370.2421050928
391,1785,299712.8781558782
392,82,193513.52907417616
393,2620,119794.16229575727
394,252,204458.60971533152
395,721,51790.429426457675
396,2165,177486.70137004595
397,2316,195155.04700444004
398,775,129325.25873166457
399,1558,91283.55017549841
400,17,240802.0162942132
401,1022,235052.99482266366
402,925,109508.18521732505
403,438,273433.7323888088
404,1270,135391.9738729733
405,1272,105290.56035969633
406,215,124258.98583458288
407,266,234762.79279455886
408,2402,270711.04731558956
409,1250,130073.42255582049
410,1984,137030.49764724745
411,1279,135632.82381127722
412,377,264690.6704215211
413,1252,130480.97378497821
414,2156,279221.8662459286
415,499,329216.92496205115
416,1374,119695.93737546139
417,2898,242062.3144706345
418,401,104714.56314476085
419,2721,187381.05998364993
420,2078,254105.98845010455
421,2589,113250.41710373148
422,1946,258653.31179024064
423,1334,117325.20526132261
424,2781,243440.36547416094
425,431,358893.41504433024
426,576,211857.9504809719
427,1474,223123.06387775758
428,2254,164862.60892390943
429,2155,300900.20617020497
430,885,102205.27261088573
431,643,136899.05179651518
432,1944,115635.35884404293
433,480,205458.3395082766
434,2845,94189.48961892485
435,2387,302877.2720967244
436,2407,206323.89492337004
437,2527,197874.45129995997
438,2514,157572.63825802336
439,629,183076.81082208426
440,80,217928.70131561247
441,1876,128620.33722524688
442,1546,123810.078425429
443,2518,176685.3367126835
444,2347,177028.5208635865
445,783,204237.35089128552
446,1322,33781.690670859825
447,194,66519.3817251522
448,1770,299373.7568826428
449,2143,131839.99252564338
450,1229,238070.19762357784
451,511,283717.0165546063
452,46,223045.83379063423
453,1348,165138.0396595825
454,2465,189821.0813493309
455,387,233691.9107915272
456,873,239575.6260444165
457,1918,120812.36696667451
458,2764,245411.08237634477
459,2184,126949.8759743722
460,934,158733.16279092053
461,1920,128311.1159432276
462,2631,160298.29556841793
463,1768,476586.1169650321
464,2040,112270.11351121234
465,1749,214885.78491982742
466,834,223853.8576418815
467,1457,237244.37705928035
468,79,136478.24065658002
469,2302,117527.14372959913
470,1817,146906.87638284353
471,2755,246164.27529791225
472,359,178281.80607559154
473,2059,97162.95152967487
474,2092,267924.2167718601
475,2516,225257.57920814253
476,150,99483.83225745283
477,1656,158397.90300602274
478,83,92997.91393157531
479,2411,181773.68684101402
480,795,54006.23706493032
481,2312,236218.96104172542
482,2917,104435.99501883722
483,1624,185017.74761194404
484,2215,287354.07080045313
485,1211,158177.2342235294
486,1485,163325.3323229162
487,1024,202359.91639741248
488,570,193790.8328607857
489,2874,138359.41662082094
490,700,122413.37762879016
491,2756,214898.2072158325
492,2022,176892.7504448825
493,583,241721.36151815223
494,2392,338111.69315986446
495,2424,200409.25731946545
496,212,125472.29487504595
497,736,123877.25375910843
498,1610,164195.01520869596
499,890,115336.47764556174
500,467,184771.76519980672
501,578,229367.6902299355
502,1747,198909.70718990447
503,1149,162572.8105340043
504,2758,236572.0950250171
505,857,130958.63359856413
506,2219,277318.0256982373
507,733,101110.48418549652
508,2909,109216.34254249901
509,1798,269298.9908727742
510,235,100394.7250668676
511,2366,143054.46149272885
512,1027,134362.26409629144
513,1195,141283.83364098327
514,1303,6316.627471738437
515,148,208803.05881178443
516,608,170163.26467471704
517,2515,194256.98618234502
518,821,277063.9739699945
519,2500,271731.62797159044
520,745,97992.7379514905
521,741,121594.37988755474
522,1611,125001.68436078908
523,2532,118312.45810926001
524,1081,253231.54045234405
525,1692,368695.67174216657
526,2520,197399.3572997434
527,276,112767.60794927733
528,1992,123221.8656444507
529,663,24278.692469848844
530,418,138318.29162493645
531,1733,193899.40659257834
532,2359,173248.37237409846
533,253,196075.97263640183
534,1518,162606.7224393491
535,2035,142672.95408317185
536,2919,78292.46718312422
537,1540,242507.81476959208
538,2120,138914.23412523995
539,1674,175877.41821512458
540,256,159958.83221477288
541,2361,75945.69136039627
542,978,61165.469867687614
543,2280,161425.9305516681
544,2095,232775.19722607237
545,1709,316645.6298013217
546,2801,251604.68190378504
547,1246,97769.85119054577
548,2373,120452.6381470025
549,1055,281431.30931972334
550,2017,125083.68983623007
551,1099,298689.1151821564
552,1344,93480.64271169266
553,835,210530.67338650924
554,1117,212838.61759030604
555,2043,93039.76990213519
556,2085,126566.61504215276
557,410,163932.97613284824
558,2650,130640.51754760294
559,2867,173409.10163459316
560,1668,102965.10360524588
561,1161,172783.132270066
562,2122,179618.02928457916
563,2539,144836.6962640811
564,1047,167278.3098251188
565,1445,116427.18605539127
566,541,138543.77506609604
567,569,205113.5376316185
568,1276,118500.14824145514
569,918,159958.19957764068
570,326,172877.55472568626
571,1936,124103.40538642457
572,895,70441.65669780847
573,257,143400.8201768088
574,1241,198797.82460315613
575,1545,132859.94945760182
576,1189,178991.05219310423
577,270,154104.5089163237
578,2066,214220.59781024762
579,693,110873.498612981
580,1259,165580.44857131544
581,2916,161594.8339477919
582,2321,298506.0502460673
583,1977,93633.30999370333
584,1895,153229.97130812978
585,1240,175414.43892122427
586,85,154548.1427561384
587,1823,110808.8163504125
588,825,285479.3419189406
589,110,223389.36384673574
590,697,127100.84953790548
591,2297,116969.79676654394
592,1231,142739.29482733685
593,1355,131650.69279428892
594,968,338043.07396797225
595,584,230192.94262551115
596,1315,137705.4445046314
597,1606,144996.71828763065
598,206,119226.79061715229
599,1685,317979.5315223203
600,2016,127471.95181145956
601,869,206905.75496713183
602,2135,119194.61515533522
603,2346,192557.41267847823
604,2430,243117.2595585095
605,2198,79464.05476082204
606,2652,124058.86621370068
607,27,108400.413692197
608,241,171485.27884807432
609,906,113543.38742081932
610,1506,114512.81275927107
611,2098,344719.0783927517
612,1435,218260.5477947925
613,2213,158528.17586538842
614,1274,143313.69764468906
615,743,22145.08347296092
616,1737,196034.36560201243
617,2797,289705.2349147023
618,2185,64818.4623732997
619,58,186660.24377604964
620,830,212418.88427114853
621,808,115003.5099090875
622,680,145570.92275818292
623,1153,106622.2715458704
624,1291,136096.38874588552
625,1818,172202.99643105752
626,2161,192262.6693837286
627,1883,121230.38524488773
628,350,323092.9837420759
629,2473,157671.75153583096
630,295,171430.09192270035
631,293,214691.50103448628
632,859,116104.29382836906
633,288,40554.14015708625
634,1578,150531.2272000375
635,102,209369.55846330448
636,2831,178211.90179405775
637,1030,174603.33545555448
638,2551,138664.0261442123
639,1286,157858.0323216989
640,958,300811.6495367246
641,776,129447.77153049473
642,72,231042.9913926997
643,2263,257695.49646454275
644,1866,158347.47637600492
645,2876,54110.151566927496
646,2146,255502.06374204712
647,103,183632.46329018188
648,1500,162752.16121619515
649,492,189007.9456645322
650,167,131112.34462957567
651,2597,105447.25140232797
652,2685,99378.45741686824
653,1035,176332.14401083853
654,1220,33588.907145159494
655,2602,165181.1749491507
656,2159,211109.25491525786
657,695,158959.3690645189
658,1109,251631.3111959304
659,640,208584.84247862728
660,1652,156155.98485811282
661,2090,170703.59948350297
662,1188,208213.64574989228
663,2345,253785.78819734667
664,1059,356073.41067974427
665,2751,237525.9266449464
666,128,215811.16294486093
667,1523,180559.17640689894
668,2925,189336.2290487594
669,2145,309102.01474992785
670,1121,220538.57198592596
671,566,273988.23101682443
672,565,236506.60517659917
673,1331,120935.1659686509
674,2928,115770.01257917512
675,156,147807.9047541294
676,797,155810.35043872677
677,327,77470.14887589653
678,2859,151249.8149509101
679,1453,105171.10088007705
680,1762,327602.44065732526
681,1868,249230.30204150215
682,1760,193324.55072326417
683,1113,256879.02368680522
684,1812,188327.61449157837
685,117,159273.61485392222
686,1142,229021.854629778
687,2342,358075.95428466
688,927,129303.66551591892
689,2478,192467.33034680848
690,655,45202.2349904328
691,2064,119308.67839185445
692,369,239632.05119658093
693,2239,116287.8087124817
694,2732,224894.08227663412
695,1653,179030.78217802866
696,959,207765.1157880064
697,2395,309308.99797684554
698,1412,117828.16723645333
699,271,257661.20528578543
700,1484,157809.57464496949
701,1497,142842.29431792576
702,552,158602.9157600584
703,2,129229.6868379162
704,1855,299951.5501309996
705,4,249359.65439759888
706,2292,158787.95567739935
707,134,135972.74276653182
708,646,102959.0090545101
709,42,300188.4885631196
710,532,224962.02434919908
711,713,56605.33233557799
712,2561,132859.60567226278
713,2360,127119.22383402748
714,1333,114932.01616011554
715,1407,259412.2143954101
716,2892,286351.80938172684
717,574,244729.21928115393
718,1227,206777.32435303082
719,2591,245798.00571545836
720,1476,233667.78360397829
721,1125,279513.68566361204
722,1446,143451.586095954
723,408,125801.7645652899
724,1101,299512.18449387414
725,2251,194468.49417932675
726,373,208743.71972222178
727,2554,110669.95117768267
728,2382,268387.74120288616
729,1985,67268.3992323209
730,519,233933.0643805819
731,1093,211654.13321451278
732,864,252169.14115095924
733,2889,156474.50870161148
734,2308,201377.3887901571
735,986,156750.48937608994
736,1302,147110.30701112602
737,585,161363.76910381432
738,2708,147286.588627984
739,147,122603.53873145155
740,1441,231842.07201999117
741,383,195304.7523238174
742,285,150826.52321000485
743,181,106620.64224899089
744,358,174381.69465176848
745,780,172695.84101838985
746,258,203806.21139090433
747,1865,238427.12440247362
748,692,129638.43667348538
749,2902,318582.28468827246
750,508,270515.71213115234
751,2638,147051.07853799075
752,36,159376.44316142256
753,611,182833.53382768756
754,2281,121284.15206746192
755,1678,129005.40762539179
756,1696,379379.7791675084
757,1557,71711.09051632689
758,2180,157131.30537045439
759,1726,225735.63256557187
760,951,151677.36622259737
761,267,230585.1840532042
762,2706,130667.88435663463
763,2221,249598.29489905172
764,1357,182860.67693642917
765,2901,310958.8561157807
766,347,189079.90439343656
767,2164,204381.22998315067
768,1586,310307.336632505
769,360,164757.54700379953
770,1769,239401.79903369694
771,2617,198251.6957533508
772,1879,119646.79708828469
773,991,214322.98710550152
774,1535,104708.17448262981
775,1191,133463.71504110115
776,1579,212068.91906726192
777,1882,-67460.89850655984
778,1510,124582.35831590107
779,2196,145487.94988007395
780,1845,178733.85817964695
781,2336,344138.48751686903
782,942,84697.60620953672
783,861,116846.5516443727
784,2555,95740.81696621975
785,1392,150192.85720691195
786,2099,272196.9494577131
787,1543,144410.0319698117
788,948,279103.6880177329
789,1239,200882.10817947512
790,22,196181.6420119814
791,2796,247922.9376523606
792,2747,184197.25179775985
793,92,298389.8640317097
794,210,168265.74180433847
795,1858,221440.4149844788
796,2228,192774.01937118353
797,447,222090.8424451907
798,827,249004.83663430222
799,1649,243594.5083168188
800,682,122498.33800442138
801,2698,116560.32979078096
802,494,187757.03575272294
803,214,83844.19876467338
804,2441,252346.2745702194
805,2679,107869.17778829549
806,1336,117875.44672276796
807,465,198591.15769145283
808,1524,153028.51315971318
809,2543,117296.26675402973
810,631,139727.33670026268
811,2452,304911.83316695754
812,228,173465.13939569652
813,126,172220.21870002983
814,1092,233322.33510102326
815,1122,195272.08280761814
816,932,213884.65376871888
817,1980,76100.87393629173
818,2171,102799.95983183285
819,551,167713.3446073527
820,2768,182062.66107499757
821,2056,97094.6199266775
822,1159,343676.01977183524
823,2645,97784.66519785271
824,1174,187412.8267561681
825,2266,219364.68139906268
826,2462,362683.1628077062
827,1219,139897.27521092322
828,2922,172737.21700541367
829,118,144905.9657659884
830,474,183071.6992589244
831,2576,155683.922650719
832,872,272515.3632999155
833,1077,224137.10531528638
834,1536,147574.25685571943
835,1150,109779.25606724032
836,2341,307937.19651093654
837,1931,136715.71718042804
838,2785,110204.39273706538
839,2538,120134.04925236822
840,597,235689.5161392828
841,464,198238.35711050004
842,233,230229.45224202186
843,2169,127623.9429355347
844,2123,177099.80685110315
845,1867,195642.19691652915
846,137,271033.0649721848
847,515,232275.82950977323
848,933,138994.00149915268
849,2784,190700.44100565434
850,972,182307.0177273957
851,599,186891.37653387635
852,2614,132740.8030377535
853,2582,139749.11538163474
854,1409,186321.11137789645
855,175,57536.12837307452
856,352,227188.29808873025
857,976,84034.11034006666
858,2134,213151.05889636342
859,984,115282.83966982568
860,2396,322893.354856637
861,1673,160838.76666700415
862,404,143724.58167925774
863,607,180612.8782410032
864,814,146632.0999513794
865,868,196616.50878066354
866,2271,194550.07436702534
867,1633,227065.40653864777
868,337,156938.87131253112
869,2765,193269.15564707032
870,1746,256817.74203965435
871,368,300793.21532636083
872,2806,215894.79901706002
873,1662,202038.02450048825
874,1234,224351.06486141233
875,1373,115198.72831131326
876,1672,98905.62256102375
877,1939,112077.91304602189
