Id,SalePrice
721,51790.429426457675
2165,177486.70137004595
2316,195155.04700444004
775,129325.25873166457
1558,91283.55017549841
17,240802.0162942132
1022,235052.99482266366
925,109508.18521732505
438,273433.7323888088
1270,135391.9738729733
1272,105290.56035969633
215,124258.98583458288
266,234762.79279455886
2402,270711.04731558956
1250,130073.42255582049
1984,137030.49764724745
1279,135632.82381127722
377,264690.6704215211
1252,130480.97378497821
2156,279221.8662459286
499,329216.92496205115
1374,119695.93737546139
2898,242062.3144706345
401,104714.56314476085
2721,187381.05998364993
2078,254105.98845010455
2589,113250.41710373148
1946,258653.31179024064
1334,117325.20526132261
2781,243440.36547416094
431,358893.41504433024
576,211857.9504809719
1474,223123.06387775758
2254,164862.60892390943
2155,300900.20617020497
885,102205.27261088573
643,136899.05179651518
1944,115635.35884404293
480,205458.3395082766
2845,94189.48961892485
2387,302877.2720967244
2407,206323.89492337004
2527,197874.45129995997
2514,157572.63825802336
629,183076.81082208426
80,217928.70131561247
1876,128620.33722524688
1546,123810.078425429
2518,176685.3367126835
2347,177028.5208635865
783,204237.35089128552
1322,33781.690670859825
194,66519.3817251522
1770,299373.7568826428
2143,131839.99252564338
1229,238070.19762357784
511,283717.0165546063
46,223045.83379063423
1348,165138.0396595825
2465,189821.0813493309
387,233691.9107915272
873,239575.6260444165
1918,120812.36696667451
2764,245411.08237634477
2184,126949.8759743722
934,158733.16279092053
1920,128311.1159432276
2631,160298.29556841793
1768,476586.1169650321
2040,112270.11351121234
1749,214885.78491982742
834,223853.8576418815
1457,237244.37705928035
79,136478.24065658002
2302,117527.14372959913
1817,146906.87638284353
2755,246164.27529791225
359,178281.80607559154
2059,97162.95152967487
2092,267924.2167718601
2516,225257.57920814253
150,99483.83225745283
1656,158397.90300602274
83,92997.91393157531
2411,181773.68684101402
795,54006.23706493032
2312,236218.96104172542
2917,104435.99501883722
1624,185017.74761194404
2215,287354.07080045313
1211,158177.2342235294
1485,163325.3323229162
1024,202359.91639741248
570,193790.8328607857
2874,138359.41662082094
700,122413.37762879016
2756,214898.2072158325
2022,176892.7504448825
583,241721.36151815223
2392,338111.69315986446
2424,200409.25731946545
212,125472.29487504595
736,123877.25375910843
1610,164195.01520869596
890,115336.47764556174
467,184771.76519980672
578,229367.6902299355
1747,198909.70718990447
1149,162572.8105340043
2758,236572.0950250171
857,130958.63359856413
2219,277318.0256982373
733,101110.48418549652
2909,109216.34254249901
1798,269298.9908727742
235,100394.7250668676
2366,143054.46149272885
1027,134362.26409629144
1195,141283.83364098327
1303,6316.627471738437
148,208803.05881178443
608,170163.26467471704
2515,194256.98618234502
821,277063.9739699945
2500,271731.62797159044
745,97992.7379514905
741,121594.37988755474
1611,125001.68436078908
2532,118312.45810926001
1081,253231.54045234405
1692,368695.67174216657
2520,197399.3572997434
276,112767.60794927733
1992,123221.8656444507
663,24278.692469848844
418,138318.29162493645
1733,193899.40659257834
2359,173248.37237409846
253,196075.97263640183
1518,162606.7224393491
2035,142672.95408317185
2919,78292.46718312422
1540,242507.81476959208
2120,138914.23412523995
1674,175877.41821512458
256,159958.83221477288
2361,75945.69136039627
978,61165.469867687614
2280,161425.9305516681
2095,232775.19722607237
1709,316645.6298013217
2801,251604.68190378504
1246,97769.85119054577
2373,120452.6381470025
1055,281431.30931972334
2017,125083.68983623007
1099,298689.1151821564
1344,93480.64271169266
835,210530.67338650924
1117,212838.61759030604
2043,93039.76990213519
2085,126566.61504215276
410,163932.97613284824
2650,130640.51754760294
2867,173409.10163459316
1668,102965.10360524588
1161,172783.132270066
2122,179618.02928457916
2539,144836.6962640811
1047,167278.3098251188
1445,116427.18605539127
541,138543.77506609604
569,205113.5376316185
1276,118500.14824145514
918,159958.19957764068
326,172877.55472568626
1936,124103.40538642457
895,70441.65669780847
257,143400.8201768088
1241,198797.82460315613
1545,132859.94945760182
1189,178991.05219310423
270,154104.5089163237
2066,214220.59781024762
693,110873.498612981
1259,165580.44857131544
2916,161594.8339477919
2321,298506.0502460673
1977,93633.30999370333
1895,153229.97130812978
1240,175414.43892122427
85,154548.1427561384
1823,110808.8163504125
825,285479.3419189406
110,223389.36384673574
697,127100.84953790548
2297,116969.79676654394
1231,142739.29482733685
1355,131650.69279428892
968,338043.07396797225
584,230192.94262551115
1315,137705.4445046314
1606,144996.71828763065
206,119226.79061715229
1685,317979.5315223203
2016,127471.95181145956
869,206905.75496713183
2135,119194.61515533522
2346,192557.41267847823
2430,243117.2595585095
2198,79464.05476082204
2652,124058.86621370068
27,108400.413692197
241,171485.27884807432
906,113543.38742081932
1506,114512.81275927107
2098,344719.0783927517
1435,218260.5477947925
2213,158528.17586538842
1274,143313.69764468906
743,22145.08347296092
1737,196034.36560201243
2797,289705.2349147023
2185,64818.4623732997
58,186660.24377604964
830,212418.88427114853
808,115003.5099090875
680,145570.92275818292
1153,106622.2715458704
1291,136096.38874588552
1818,172202.99643105752
2161,192262.6693837286
1883,121230.38524488773
350,323092.9837420759
2473,157671.75153583096
295,171430.09192270035
293,214691.50103448628
859,116104.29382836906
288,40554.14015708625
1578,150531.2272000375
102,209369.55846330448
2831,178211.90179405775
1030,174603.33545555448
2551,138664.0261442123
1286,157858.0323216989
958,300811.6495367246
776,129447.77153049473
72,231042.9913926997
2263,257695.49646454275
1866,158347.47637600492
2876,54110.151566927496
2146,255502.06374204712
103,183632.46329018188
1500,162752.16121619515
492,189007.9456645322
167,131112.34462957567
2597,105447.25140232797
2685,99378.45741686824
1035,176332.14401083853
1220,33588.907145159494
2602,165181.1749491507
2159,211109.25491525786
695,158959.3690645189
1109,251631.3111959304
640,208584.84247862728
1652,156155.98485811282
2090,170703.59948350297
1188,208213.64574989228
2345,253785.78819734667
1059,356073.41067974427
2751,237525.9266449464
128,215811.16294486093
1523,180559.17640689894
2925,189336.2290487594
2145,309102.01474992785
1121,220538.57198592596
566,273988.23101682443
565,236506.60517659917
1331,120935.1659686509
2928,115770.01257917512
156,147807.9047541294
797,155810.35043872677
327,77470.14887589653
2859,151249.8149509101
1453,105171.10088007705
1762,327602.44065732526
1868,249230.30204150215
1760,193324.55072326417
1113,256879.02368680522
1812,188327.61449157837
117,159273.61485392222
1142,229021.854629778
2342,358075.95428466
927,129303.66551591892
2478,192467.33034680848
655,45202.2349904328
2064,119308.67839185445
369,239632.05119658093
2239,116287.8087124817
2732,224894.08227663412
1653,179030.78217802866
959,207765.1157880064
2395,309308.99797684554
1412,117828.16723645333
271,257661.20528578543
1484,157809.57464496949
1497,142842.29431792576
552,158602.9157600584
2,129229.6868379162
1855,299951.5501309996
4,249359.65439759888
2292,158787.95567739935
134,135972.74276653182
646,102959.0090545101
42,300188.4885631196
532,224962.02434919908
713,56605.33233557799
2561,132859.60567226278
2360,127119.22383402748
1333,114932.01616011554
1407,259412.2143954101
2892,286351.80938172684
574,244729.21928115393
1227,206777.32435303082
2591,245798.00571545836
1476,233667.78360397829
1125,279513.68566361204
1446,143451.586095954
408,125801.7645652899
1101,299512.18449387414
2251,194468.49417932675
373,208743.71972222178
2554,110669.95117768267
2382,268387.74120288616
1985,67268.3992323209
519,233933.0643805819
1093,211654.13321451278
864,252169.14115095924
2889,156474.50870161148
2308,201377.3887901571
986,156750.48937608994
1302,147110.30701112602
585,161363.76910381432
2708,147286.588627984
147,122603.53873145155
1441,231842.07201999117
383,195304.7523238174
285,150826.52321000485
181,106620.64224899089
358,174381.69465176848
780,172695.84101838985
258,203806.21139090433
1865,238427.12440247362
692,129638.43667348538
2902,318582.28468827246
508,270515.71213115234
2638,147051.07853799075
36,159376.44316142256
611,182833.53382768756
2281,121284.15206746192
1678,129005.40762539179
1696,379379.7791675084
1557,71711.09051632689
2180,157131.30537045439
1726,225735.63256557187
951,151677.36622259737
267,230585.1840532042
2706,130667.88435663463
2221,249598.29489905172
1357,182860.67693642917
2901,310958.8561157807
347,189079.90439343656
2164,204381.22998315067
1586,310307.336632505
360,164757.54700379953
1769,239401.79903369694
2617,198251.6957533508
1879,119646.79708828469
991,214322.98710550152
1535,104708.17448262981
1191,133463.71504110115
1579,212068.91906726192
1882,-67460.89850655984
1510,124582.35831590107
2196,145487.94988007395
1845,178733.85817964695
2336,344138.48751686903
942,84697.60620953672
861,116846.5516443727
2555,95740.81696621975
1392,150192.85720691195
2099,272196.9494577131
1543,144410.0319698117
948,279103.6880177329
1239,200882.10817947512
22,196181.6420119814
2796,247922.9376523606
2747,184197.25179775985
92,298389.8640317097
210,168265.74180433847
1858,221440.4149844788
2228,192774.01937118353
447,222090.8424451907
827,249004.83663430222
1649,243594.5083168188
682,122498.33800442138
2698,116560.32979078096
494,187757.03575272294
214,83844.19876467338
2441,252346.2745702194
2679,107869.17778829549
1336,117875.44672276796
465,198591.15769145283
1524,153028.51315971318
2543,117296.26675402973
631,139727.33670026268
2452,304911.83316695754
228,173465.13939569652
126,172220.21870002983
1092,233322.33510102326
1122,195272.08280761814
932,213884.65376871888
1980,76100.87393629173
2171,102799.95983183285
551,167713.3446073527
2768,182062.66107499757
2056,97094.6199266775
1159,343676.01977183524
2645,97784.66519785271
1174,187412.8267561681
2266,219364.68139906268
2462,362683.1628077062
1219,139897.27521092322
2922,172737.21700541367
118,144905.9657659884
474,183071.6992589244
2576,155683.922650719
872,272515.3632999155
1077,224137.10531528638
1536,147574.25685571943
1150,109779.25606724032
2341,307937.19651093654
1931,136715.71718042804
2785,110204.39273706538
2538,120134.04925236822
597,235689.5161392828
464,198238.35711050004
233,230229.45224202186
2169,127623.9429355347
2123,177099.80685110315
1867,195642.19691652915
137,271033.0649721848
515,232275.82950977323
933,138994.00149915268
2784,190700.44100565434
972,182307.0177273957
599,186891.37653387635
2614,132740.8030377535
2582,139749.11538163474
1409,186321.11137789645
175,57536.12837307452
352,227188.29808873025
976,84034.11034006666
2134,213151.05889636342
984,115282.83966982568
2396,322893.354856637
1673,160838.76666700415
404,143724.58167925774
607,180612.8782410032
814,146632.0999513794
868,196616.50878066354
2271,194550.07436702534
1633,227065.40653864777
337,156938.87131253112
2765,193269.15564707032
1746,256817.74203965435
368,300793.21532636083
2806,215894.79901706002
1662,202038.02450048825
1234,224351.06486141233
1373,115198.72831131326
1672,98905.62256102375
1939,112077.91304602189
